"Kategori","Sub Kategori","Nama Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal  Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000008","1101001135000000000000020191321001020020000008","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","061/UMUM-BAPPEDA/XII/2019 Tanggal 3-12-2019","Zulfikar, S.STP, M.Si","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000009","1101001135000000000000020191321001020020000009","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","060/UMUM-BAPPEDA/XII/2019 Tanggal 3-12-2019","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000011","1101001135000000000000020191321001020020000011","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","059/UMUM-BAPPEDA/IX/2021 Tanggal 1-9-2021","Nurhayati, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000012","1101001135000000000000020191321001020020000012","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","65/BAST/X/2023 Tanggal 16-10-2023","Muhammad Farabi, S. STP","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000013","1101001135000000000000020191321001020020000013","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","022/UMUM-BAPPEDA/XI/2020 Tanggal 23-11-2020","Devizar, ST, MT","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000014","1101001135000000000000020191321001020020000014","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","055/UMUM-BAPPEDA/XI/2019 Tanggal 20-11-2019","Amir Hasan, SE, Ak, M.Si","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000020","1101001135000000000000020191321001020020000020","Lap Top","    ","","Merk: HP Envy 13 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","25,850,000.00","25,850,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","29/BAST/V/2023 Tanggal 3-5-2023"," Nadiatul Ulya, ST","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000021","1101001135000000000000020191321001020020000021","Lap Top","    ","","Merk: HP Envy 13 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","25,850,000.00","25,850,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop",""," 30/BAST/V/2023 Tanggal 3-5-2023","Cut Soraya Iskandar, SP","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000025","1101001135000000000000020191321001020020000025","Lap Top","    ","","Merk: APPLE Macbook Pro (MV9021D/A) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","40,040,000.00","40,040,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop High End","","64/BAST/X/2023 Tanggal 16-10-2023","Muhammad Zen, M.Si, Ph.D","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000001","1101001135000000000000020211321001020020000001","Lap Top","    ","","Merk: Asus TUF F15 Core I7 11800H FX506HEB-17R5B6G-O ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,750,000.00","24,750,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","010/UMUM-BAPPEDA/V/2022 Tanggal 11-5-2022","T. Andri Arbiansyah, S.Kom","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000002","1101001135000000000000020211321001020020000002","Lap Top","    ","","Merk: Asus TUF F15 Core I7 11800H FX506HEB-17R5B6G-O ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,750,000.00","24,750,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","03/BAST/II/2023 Tanggal 7-2-2023","Mulgiarto, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000003","1101001135000000000000020211321001020020000003","Lap Top","    ","","Merk: Asus TUF F15 Core I7 11800H FX506HEB-17R5B6G-O ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,750,000.00","24,750,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","104/UMUM-BAPPEDA/XII/2021 Tanggal 29-12-2021","Chandra Irani, SP, MM","Humas","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000004","1101001135000000000000020211321001020020000004","Lap Top","    ","","Merk: Asus TUF F15 Core I7 11800H FX506HEB-17R5B6G-O ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,750,000.00","24,750,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","21/BAST/VII/2024 Tanggal 22-7-2024","Zahratul Suci, S.Pd","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000013","1101001135000000000000020211321001020020000013","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","036/UMUM-BAPPEDA/VI/2021 Tanggal 30-6-2021","Roslaini Z, SE","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000014","1101001135000000000000020211321001020020000014","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","018/UMUM-BAPPEDA/VI/2021 Tanggal 22-6-2021","Taufiq Fahrizal, SE, M.Si","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000015","1101001135000000000000020211321001020020000015","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","019/UMUM-BAPPEDA/VI/2021 Tanggal 22-6-2021","Amizarrahmad","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000016","1101001135000000000000020211321001020020000016","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","034/UMUM-BAPPEDA/VI/2021 Tanggal 30-6-2021","Ir. Alamsyah, MM","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000017","1101001135000000000000020211321001020020000017","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","16/BAST/III/2023 Tanggal 7-3-2023","Maimun Riansyah, S.Kom","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000018","1101001135000000000000020211321001020020000018","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","039/UMUM-BAPPEDA/IX/2022 Tangal 13-9-2022","Zulliani, SE, M.Si","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000019","1101001135000000000000020211321001020020000019","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","003/UMUM-BAPPEDA/VI/2021 Tanggal 28-6-2021","Wiwik Ariyati, SE, M.Si","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000020","1101001135000000000000020211321001020020000020","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","05/BAST/IV/2024 Tanggal 18-4-2024","Fachrul Rafiqi, S. Tr.IP","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000021","1101001135000000000000020211321001020020000021","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","048/UMUM-BAPPEDA/VII/2021 Tanggal 5-7-2021","Agustina, S.Si","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000022","1101001135000000000000020211321001020020000022","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","046/Umum-Bappeda/VII/2021 tanggal 05-07-2021","Ary Herfiansyah, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000023","1101001135000000000000020211321001020020000023","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","035/Umum-Bappeda/VI/2021 Tanggal 03-06-2021","Dr. Sufirmansyah, SE, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000024","1101001135000000000000020211321001020020000024","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","047/Umum-Bappeda/VII/2021 Tanggal 05-07-2021","Elva Rahmi, MT","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000025","1101001135000000000000020211321001020020000025","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","020/Umum-Bappeda/VI/2021 Tanggal 22-06-2021","Fachrurrazi Irawan, S.Kom","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000026","1101001135000000000000020211321001020020000026","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","026/Umum-Bappeda/VI/2021 tanggal 22-06-2021","Ahmad Rozi, ST,MAP","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020211321001020020000027","1101001135000000000000020211321001020020000027","Lap Top","    ","","Merk: MSI Notebook Summit E14A11SCST-229ID i7-1185G7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,986,500.00","24,986,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","20/BAST/VII/2024 Tanggal 22-7-2024","Nuraini, S.IP","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000001","1101001135000000000000020221321001020020000001","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","25/BAST/V/2023 Tanggal 3-5-2023","Hayatul Fitriah, SP, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000002","1101001135000000000000020221321001020020000002","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","017/UMUM-BAPPEDA/VI/2022 Tanggal 13-6-2022","Arbaiah, SE","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000003","1101001135000000000000020221321001020020000003","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","050/UMUM-BAPPEDA/XII/2022 Tanggal 30-12-2022","Ida Irawan, S.Si, M.Ec.Dev","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000004","1101001135000000000000020221321001020020000004","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","57/BAST/IX/2023 Tanggal 4-9-2023","Aida Fitri, SKM","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000005","1101001135000000000000020221321001020020000005","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","013/UMUM-BAPPEDA/V/2022 Tanggal 12-5-2022","Sri Octarina, SE","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000006","1101001135000000000000020221321001020020000006","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","012/UMUM-BAPPEDA/V/2022 Tanggal 12-5-2022","Cut Triana Dewi, S.Sos, M.Si","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000007","1101001135000000000000020221321001020020000007","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","014/UMUM-BAPPEDA/V/2022 Tanggal 13-05-2022","Reza Ferdian, S.STP, M.Si","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000008","1101001135000000000000020221321001020020000008","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","014/UMUM-BAPPEDA/V/2022 Tanggal 13-05-2022","Reza Ferdian, S.STP, M.Si","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000009","1101001135000000000000020221321001020020000009","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","04/BAST/II/2023 Tanggal 7-2-2023","Yunita, SP","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000010","1101001135000000000000020221321001020020000010","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","018/UMUM-BAPPEDA/VII/2022 Tanggal 4-7-2022","Fitri Hariana, SE","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000011","1101001135000000000000020221321001020020000011","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","06/BAST/IV/2024 Tanggal 18-04-2024","Khairul Amar, SH","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000012","1101001135000000000000020221321001020020000012","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","009/UMUM-BAPPEDA/V/2022 Tanggal 11-5-2022","Ir. Asyariadi S","PEPD","ASYARIADI!A1","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000013","1101001135000000000000020221321001020020000013","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","008/UMUM-BAPPEDA/V/2022 Tanggal 11-5-2022","Dedy Fahrian, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000014","1101001135000000000000020221321001020020000014","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","008/UMUM-BAPPEDA/V/2022 Tanggal 11-5-2022","Dedy Fahrian, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000015","1101001135000000000000020221321001020020000015","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","005/UMUM-BAPPEDA/V/2022 tanggal 11-5-2022","Rizki Amelia S. Putri, A.Md","Sekretariat","RIZKI AMELIA'!A1","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000016","1101001135000000000000020221321001020020000016","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","006/UMUM-BAPPEDA/V/2022 tanggal 11-5-2022","Nurhabibi, SE","Sekretariat","NURHABIBI!A1","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000017","1101001135000000000000020221321001020020000017","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 007/UMUM-BAPPEDAIV/2022 tanggal 11-5-2022","Muhammad Ikhsan, ST,MT, M.Eng","Program","IKHSAN!A1","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000018","1101001135000000000000020221321001020020000018","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 054/UMUM-BAPPEDA/XII/2022 tanggal 30/12/2022","Fahrul Razi, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000019","1101001135000000000000020221321001020020000019","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","38/BAST/VII/2023 tanggal 5-7-2023","Zaiyadi, SE","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000020","1101001135000000000000020221321001020020000020","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","39/BAST/VII/2023 tanggal 26-7-2023","Said Hayuzar, SE, MM","P2ESDA","","","",""
