"Kategori","Sub Kategori","Nama_Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000008","110111003500000000000020231320502060180000008","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000009","110111003500000000000020231320502060180000009","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000010","110111003500000000000020231320502060180000010","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000011","110111003500000000000020231320502060180000011","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000012","110111003500000000000020231320502060180000012","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000013","110111003500000000000020231320502060180000013","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Unit Power Supply","110111003500000000000020231320502060180000014","110111003500000000000020231320502060180000014","UPS APC ","APC BVX 1200LI-MS UPS BVX 1200VA-650 watt   ","","Merk: APC BVX 1200LI-MS Tipe: UPS BVX 1200VA-650 watt","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","2,395,000.00","2,395,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Stabilisator","1101001135000000000000020141320502060200000001","1101001135000000000000020141320502060200000001","Stabilisator","    ","","Merk: SAKO / TSD 3000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,980,000.00","1,980,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Stabilisator/ Pada P2K","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Stabilisator","1101001135000000000000020141320502060200000002","1101001135000000000000020141320502060200000002","Stabilisator","    ","","Merk: SAKO / TSD 3000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,980,000.00","1,980,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Stabilisator/ Pada P2K","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Stabilisator","1101001135000000000000020141320502060200000003","1101001135000000000000020141320502060200000003","Stabilisator","    ","","Merk: SAKO / TSD 3000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,980,000.00","1,980,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Stabilisator/ Pada P2K","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Stabilisator","1101001135000000000000020161320502060200000001","1101001135000000000000020161320502060200000001","Stabilisator","    ","","Merk: LEXOF / ST15000FB ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","9,750,000.00","9,750,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Tangga Aluminium","1101001135000000000000020171320502060360000001","1101001135000000000000020171320502060360000001","Tangga Aluminium","    ","","Merk: Ace Harware ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,000,000.00","2,000,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020121320502060380000001","1101001135000000000000020121320502060380000001","Dispenser","    ","","Merk: Modena DD / Modena DD ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,500,000.00","1,500,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020121320502060380000002","1101001135000000000000020121320502060380000002","Dispenser","    ","","Merk: Modena DD / Modena DD ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,500,000.00","1,500,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020121320502060380000003","1101001135000000000000020121320502060380000003","Dispenser","    ","","Merk: Modena DD / Modena DD ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,500,000.00","1,500,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020121320502060380000004","1101001135000000000000020121320502060380000004","Dispenser","    ","","Merk: Modena DD / Modena DD ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,500,000.00","1,500,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020141320502060380000001","1101001135000000000000020141320502060380000001","Dispenser","    ","","Merk: Sharp / SWD-68EH-BK ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,090,000.00","2,090,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Dispenser","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020171320502060380000001","1101001135000000000000020171320502060380000001","Dispenser","    ","","Merk: Sharp / RM201290 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,714,500.00","3,714,500.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020191320502060380000001","1101001135000000000000020191320502060380000001","Dispenser","    ","","Merk: SHARP SWD-66EHL-BS/BP ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,980,000.00","2,980,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Dispenser Hot & Cold","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020201320502060380000001","1101001135000000000000020201320502060380000001","Dispenser","    ","","Merk: Sharp SWD-66EHL-BS/BP ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,037,500.00","3,037,500.00","Pengadaan APBD","12/31/2020","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020201320502060380000002","1101001135000000000000020201320502060380000002","Dispenser","    ","","Merk: Sharp SWD-66EHL-BS/BP ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,037,500.00","3,037,500.00","Pengadaan APBD","12/31/2020","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020211320502060380000001","1101001135000000000000020211320502060380000001","Dispenser","    ","","Merk: Sharp SWD-72EHL-BK ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","4,400,000.00","4,400,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Dispenser","1101001135000000000000020211320502060380000002","1101001135000000000000020211320502060380000002","Dispenser","    ","","Merk: Sharp SWD-72EHL-BK ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","4,400,000.00","4,400,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Mimbar/Podium","1101001135000000000000020161320502060390000001","1101001135000000000000020161320502060390000001","Mimbar/Podium","    ","","Merk: Tempahan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,260,000.00","7,260,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Mimbar/Podium","1101001135000000000000020161320502060390000002","1101001135000000000000020161320502060390000002","Mimbar/Podium","    ","","Merk: Tempahan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,260,000.00","7,260,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Coffee Maker","1101001135000000000000020141320502060470000001","1101001135000000000000020141320502060470000001","Coffee Maker","    ","","Merk: Aulika Top ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","59,895,000.00","59,895,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Coffee Maker","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Coffee Maker","1101001135000000000000020191320502060470000001","1101001135000000000000020191320502060470000001","Coffee Maker","    ","","Merk: OTTEN 712 Automatic Espresso Machine ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","8,810,000.00","8,810,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Mesin Pembuat Minuman Tamu","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020131320502060480000001","1101001135000000000000020131320502060480000001","Handy Cam","    ","","Merk: Sony / Nex VG20EH ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,200,000.00","19,200,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","PADA P2K","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020181320502060480000001","1101001135000000000000020181320502060480000001","Handy Cam","    ","","Merk: Sony PXW-X70 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","34,540,000.00","34,540,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camcorder Pro B","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020181320502060480000002","1101001135000000000000020181320502060480000002","Handy Cam","    ","","Merk: Sony FDR-AX700 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","34,760,000.00","34,760,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camcorder Pro A","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020191320502060480000001","1101001135000000000000020191320502060480000001","Handy Cam","    ","","Merk: Panasonic HC-V800 Camcorder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,210,000.00","12,210,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Handycam (Camcroder)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020191320502060480000002","1101001135000000000000020191320502060480000002","Handy Cam","    ","","Merk: Panasonic HC-V800 Camcorder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,210,000.00","12,210,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Handycam (Camcroder)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020221320502060480000001","1101001135000000000000020221320502060480000001","Handy Cam","    ","","Merk: Sony HXR-NX100 Full HD NXCam Camcorder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","29,482,500.00","29,482,500.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Handycam","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handy Cam","1101001135000000000000020221320502060480000002","1101001135000000000000020221320502060480000002","Handy Cam","    ","","Merk: Sony HXR-NX100 Full HD NXCam Camcorder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","29,482,500.00","29,482,500.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Handycam","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Karpet","1101001135000000000000020221320502060570000001","1101001135000000000000020221320502060570000001","Karpet","    ","","Merk: Luxirious Commersial Carpet Breeze Plus/BC 327 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","40,000,000.00","40,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Ambal","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Karpet","1101001135000000000000020221320502060570000002","1101001135000000000000020221320502060570000002","Karpet","    ","","Merk: New Asma ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","33,200,000.00","33,200,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Sajadah","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Gordyin/Kray","1101001135000000000000020151320502060590000001","1101001135000000000000020151320502060590000001","Gordyin/Kray","    ","","Merk: Tempahan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","167,000,000.00","167,000,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Gorden","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Tangga","1101001135000000000000020211320502060680000001","1101001135000000000000020211320502060680000001","Tangga","    ","","Merk: Krisbow/Fixsteps Wide Step Ladder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,800,000.00","1,800,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Tangga","1101001135000000000000020211320502060680000002","1101001135000000000000020211320502060680000002","Tangga","    ","","Merk: Krisbow/Fixsteps Wide Step Ladder ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,800,000.00","1,800,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Lampu","1101001135000000000000020221320502060690000001","1101001135000000000000020221320502060690000001","Lampu","    ","","Merk: Godox SL60W SL - 60W - SL 60 W Studio LED Video ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,680,000.00","3,680,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Softbox (Lampu Penerang Dalam Ruang Podcast)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Lampu","1101001135000000000000020221320502060690000002","1101001135000000000000020221320502060690000002","Lampu","    ","","Merk: Godox SL60W SL - 60W - SL 60 W Studio LED Video ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,680,000.00","3,680,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Softbox (Lampu Penerang Dalam Ruang Podcast)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Lampu","1101001135000000000000020221320502060690000003","1101001135000000000000020221320502060690000003","Lampu","    ","","Merk: GVM 800D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,680,000.00","3,680,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Softbox (Lampu Penerang Dalam Ruang Podcast)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Lampu","1101001135000000000000020221320502060690000004","1101001135000000000000020221320502060690000004","Lampu","    ","","Merk: GVM 800D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,680,000.00","3,680,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Softbox (Lampu Penerang Dalam Ruang Podcast)","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Bracket Standing Peralatan","1101001135000000000000020221320502060740000001","1101001135000000000000020221320502060740000001","Bracket Standing Peralatan","    ","","Merk: Braket (Vannoe VN-9500H) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,700,000.00","3,700,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Bracket Standing Peralatan","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Tangki Air","1101001135000000000000020171320502060750000001","1101001135000000000000020171320502060750000001","Tangki Air","    ","","Merk: Tangki penyimpan bahan bakar genset / Plat ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","44,880,000.00","44,880,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handtruck Troly Plastics","1101001135000000000000020221320502060770000001","1101001135000000000000020221320502060770000001","Handtruck Troly Plastics","    ","","Merk: Tempahan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","450,000.00","450,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Peralatan Rumah Tangga Lainnya","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Handtruck Troly Plastics","1101001135000000000000020221320502060770000002","1101001135000000000000020221320502060770000002","Handtruck Troly Plastics","    ","","Merk: Tempahan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","450,000.00","450,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Peralatan Rumah Tangga Lainnya","","","","","","","",""
"Alat Rumah Tangga","Alat Rumah Tangga Lainnya (Home Use)","Gordyn","1101001135000000000000020211320502060780000001","1101001135000000000000020211320502060780000001","Gordyn","    ","","Merk: 25A Shredder 2100 ST ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,525,000.00","15,525,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Pemadam Kebakaran","Alat Pemadam/Portable","1101001135000000000000020041320502070010000001","1101001135000000000000020041320502070010000001","Alat Pemadam/Portable","    ","","Merk: ABC ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","300,000.00","300,000.00","Pengadaan APBD","12/31/2004","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Pemadam Kebakaran","Alat Pemadam/Portable","1101001135000000000000020041320502070010000002","1101001135000000000000020041320502070010000002","Alat Pemadam/Portable","    ","","Merk: ABC ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","300,000.00","300,000.00","Pengadaan APBD","12/31/2004","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Pemadam Kebakaran","Alat Pemadam/Portable","1101001135000000000000020041320502070010000003","1101001135000000000000020041320502070010000003","Alat Pemadam/Portable","    ","","Merk: ABC ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","300,000.00","300,000.00","Pengadaan APBD","12/31/2004","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Pemadam Kebakaran","Alat Pemadam/Portable","1101001135000000000000020041320502070010000004","1101001135000000000000020041320502070010000004","Alat Pemadam/Portable","    ","","Merk: ABC ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","300,000.00","300,000.00","Pengadaan APBD","12/31/2004","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Alat Pemadam Kebakaran","Alat Pemadam/Portable","1101001135000000000000020041320502070010000005","1101001135000000000000020041320502070010000005","Alat Pemadam/Portable","    ","","Merk: ABC ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","300,000.00","300,000.00","Pengadaan APBD","12/31/2004","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
